"DTXSID","name","product_name","general_category","product_type","minimum_weight_fraction","maximum_weight_fraction","reported_functional_use","harmonized_medium","reported_species","description","detected"
"DTXSID2021995","usgs_groundwater","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,176
"DTXSID2021995","usgs_groundwater","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,38
"DTXSID2021995","usgs_groundwater","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,8
"DTXSID2021995","usgs_groundwater","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,36
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,126
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,792
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,171
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,36
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,162
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,126
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,792
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,171
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,36
"DTXSID2021995","usgs_groundwater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,162
"DTXSID2021995","usgs_sediment"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","10 hour insect repellent_ 2210",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,324
"DTXSID2021995","usgs_sediment","10 hour insect repellent_ 2210",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,324
"DTXSID2021995","usgs_sediment","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","11810-024 off aerosol",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","11810-024 off aerosol",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","11830-2-3 off! skintastic",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,108
"DTXSID2021995","usgs_sediment","11830-2-3 off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,108
"DTXSID2021995","usgs_sediment","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","121-18 cutter insect repellent stick","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","121-18 cutter insect repellent stick","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","121-33_ cutter unscented insect repellant (supdat)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","121-33_ cutter unscented insect repellant (supdat)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","121-34_ cutter unscented insect repellent (supdat)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","121-34_ cutter unscented insect repellent (supdat)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","14-0536-320",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","14-0536-320",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","14-0536-323",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","14-0536-323",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","19-0536-323_evergreen spray",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","19-0536-323_evergreen spray",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","359 curing agent",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","359 curing agent",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","aerosol insect spray",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","aerosol insect spray",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","airosol insect repellent",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","airosol insect repellent",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","bug barrier",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","bug barrier",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","bug barrier ii",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","bug barrier ii",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","bug barrier_ #61603",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","bug barrier_ #61603",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","can't bite me_ dr8370",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,144
"DTXSID2021995","usgs_sediment","can't bite me_ dr8370",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,144
"DTXSID2021995","usgs_sediment","cutter evergreen insect repellent pump","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen insect repellent pump","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen scent insect repellent crm","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen scent insect repellent crm","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen scent insect repellent sti","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen scent insect repellent sti","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen scent insect repellnt stic","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen scent insect repellnt stic","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen spray-formula mmi","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter evergreen spray-formula mmi","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter formula 100 max strength insect repe","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter formula 100 max strength insect repe","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter insect repellent cream","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",72
"DTXSID2021995","usgs_sediment","cutter insect repellent cream","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",72
"DTXSID2021995","usgs_sediment","cutter insect repellent cream - formula mm","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter insect repellent cream - formula mm","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter insect repellent mmi (hp)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter insect repellent mmi (hp)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter insect repellent spray","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter insect repellent spray","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter insect repellent stick","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter insect repellent stick","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter outdoorsman insect repellent stick","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",108
"DTXSID2021995","usgs_sediment","cutter outdoorsman insect repellent stick","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",108
"DTXSID2021995","usgs_sediment","cutter outdoorsman insect repellent stick (see suppl data)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","cutter outdoorsman insect repellent stick (see suppl data)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","deep woods off insect repellent ii_ 11840-0","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","deep woods off insect repellent ii_ 11840-0","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","deep woods off insect repellent vi (aerosol)",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off insect repellent vi (aerosol)",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off! (r) aerosol insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","deep woods off! (r) aerosol insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",72
"DTXSID2021995","usgs_sediment","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",72
"DTXSID2021995","usgs_sediment","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deet",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","deet",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","diethyl toluamide_ deet",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","insect repellent ii_ s00856",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insect repellent ii_ s00856",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insect repellent towelettes",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insect repellent towelettes",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insecticide",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insecticide",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insecticide 4 oz",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","insecticide 4 oz",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","liquid insect repellant",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","liquid insect repellant",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","misty insect repellent",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","misty insect repellent",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","misty insect repellent ii",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","misty insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off aerosol 11810",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off aerosol 11810",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off aerosol unscented",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off aerosol unscented",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off insect replellent ii",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off insect replellent ii",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off! skintasatic",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","off! skintasatic",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","off! skintastic",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off! skintastic ii",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","off! skintastic ii",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","off! skintastic_46500",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","off! skintastic_46500",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","personal insect repellent",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","personal insect repellent",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,36
"DTXSID2021995","usgs_sediment","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","sediment",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_sediment","sunsect lotion (spf 15)",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,72
"DTXSID2021995","usgs_sediment","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","sediment",NA,NA,324
"DTXSID2021995","usgs_sediment","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","sediment",NA,NA,324
"DTXSID2021995","usgs_surfacewater"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," 5081 insect repellant aero","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
