"DTXSID","name","product_name","general_category","product_type","minimum_weight_fraction","maximum_weight_fraction","reported_functional_use","harmonized_medium","reported_species","description","detected"
"DTXSID2021995","usgs_surfacewater"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," insect / anthropod repellent lotion (cat. no. 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat # 16","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion (cat no 160)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," insect/arthropod repellent lotion_160","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," ultrathon insect repellent cat 631 (lotion)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater"," ultrathontm spray insect repellent cat 632 (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","10 hour insect repellent_ 2210",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,81
"DTXSID2021995","usgs_surfacewater","10 hour insect repellent_ 2210",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,369
"DTXSID2021995","usgs_surfacewater","10 hour insect repellent_ 2210",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,720
"DTXSID2021995","usgs_surfacewater","10 hour insect repellent_ 2210",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,180
"DTXSID2021995","usgs_surfacewater","10 hour insect repellent_ 2210",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,81
"DTXSID2021995","usgs_surfacewater","10 hour insect repellent_ 2210",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,369
"DTXSID2021995","usgs_surfacewater","10 hour insect repellent_ 2210",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,720
"DTXSID2021995","usgs_surfacewater","10 hour insect repellent_ 2210",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,180
"DTXSID2021995","usgs_surfacewater","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","11718-85-121 cutter trick repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","11810-024 off aerosol",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","11810-024 off aerosol",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","11810-024 off aerosol",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","11810-024 off aerosol",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","11810-024 off aerosol",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","11810-024 off aerosol",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","11810-024 off aerosol",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","11810-024 off aerosol",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","11830-2-3 off! skintastic",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,27
"DTXSID2021995","usgs_surfacewater","11830-2-3 off! skintastic",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,123
"DTXSID2021995","usgs_surfacewater","11830-2-3 off! skintastic",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,240
"DTXSID2021995","usgs_surfacewater","11830-2-3 off! skintastic",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,60
"DTXSID2021995","usgs_surfacewater","11830-2-3 off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,27
"DTXSID2021995","usgs_surfacewater","11830-2-3 off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,123
"DTXSID2021995","usgs_surfacewater","11830-2-3 off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,240
"DTXSID2021995","usgs_surfacewater","11830-2-3 off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,60
"DTXSID2021995","usgs_surfacewater","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","11834-1-3 off! skintastic_fragrance free",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","11840-15 deep woods off! insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","121-18 cutter insect repellent stick","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
